order_id,order_date,delivery_date,component_id,component_name,cost_per_unit,quantity,supplier_id,supplier_name,supplier_region,geopolitical_risk,avg_quality_score,is_critical,region,delivered_on_time,shipping_cost,weather_event,defect_rate
O02932,2023-05-05,2023-06-08,C005,Inductor Z,3.0,6711,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,801.58,Flood,1.06
O02933,2023-07-27,2023-08-02,C004,Semiconductor X,22.5,8672,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,816.94,NA,1.48
O02934,2023-09-09,2023-09-29,C004,Semiconductor X,22.5,9962,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,1480.62,NA,1.44
O02935,2023-11-30,2023-12-17,C004,Semiconductor X,22.5,563,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,798.5,NA,1.74
O02936,2024-05-08,2024-06-03,C005,Inductor Z,3.0,7884,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1043.37,Typhoon,1.2
O02937,2024-03-06,2024-03-31,C002,Capacitor B,1.2,9466,S002,Supplier B,EMEA,0.3,95.4,False,Americas,No,1370.14,Earthquake,0.89
O02938,2023-04-14,2023-04-22,C003,Resistor X,0.8,6362,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,627.46,NA,0.18
O02939,2023-12-11,2024-01-13,C005,Inductor Z,3.0,5586,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,436.2,NA,1.3
O02940,2023-03-23,2023-04-05,C001,Semiconductor A,25.0,5866,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,1294.81,NA,2.0
O02941,2023-05-20,2023-06-03,C004,Semiconductor X,22.5,7572,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,1239.4,NA,0.77
O02942,2023-12-31,2024-01-11,C001,Semiconductor A,25.0,6995,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,1458.62,Typhoon,1.82
O02943,2023-06-08,2023-06-30,C003,Resistor X,0.8,7231,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,845.34,NA,0.9
O02944,2023-10-31,2023-11-19,C004,Semiconductor X,22.5,1558,S003,Supplier C,Americas,0.5,93.2,True,EMEA,No,745.73,NA,1.16
O02945,2023-08-07,2023-09-03,C003,Resistor X,0.8,4309,S002,Supplier B,EMEA,0.3,95.4,False,APAC,No,1315.27,NA,0.43
O02946,2023-05-06,2023-05-22,C004,Semiconductor X,22.5,3714,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,811.34,NA,1.04
O02947,2024-05-14,2024-05-27,C004,Semiconductor X,22.5,3155,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,1451.75,Typhoon,0.5
O02948,2024-03-27,2024-04-26,C001,Semiconductor A,25.0,5967,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,378.56,Earthquake,1.41
O02949,2023-06-14,2023-06-25,C002,Capacitor B,1.2,6177,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,971.63,Earthquake,0.18
O02950,2023-07-08,2023-07-24,C002,Capacitor B,1.2,8767,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,409.43,Typhoon,1.6
O02951,2023-08-07,2023-08-21,C002,Capacitor B,1.2,1383,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1309.32,Flood,1.39
O02952,2023-11-14,2023-12-21,C005,Inductor Z,3.0,9437,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1192.49,Flood,1.73
O02953,2024-04-17,2024-05-01,C003,Resistor X,0.8,7220,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,522.42,NA,1.76
O02954,2024-01-17,2024-01-29,C003,Resistor X,0.8,4317,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1221.23,NA,0.53
O02955,2023-07-22,2023-08-19,C001,Semiconductor A,25.0,9751,S001,Supplier A,APAC,0.7,92.1,True,APAC,No,517.96,Flood,2.37
O02956,2023-05-22,2023-06-14,C003,Resistor X,0.8,3809,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,947.4,NA,1.47
O02957,2023-01-09,2023-01-30,C003,Resistor X,0.8,9297,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,422.74,NA,0.88
O02958,2023-06-18,2023-07-14,C005,Inductor Z,3.0,7915,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,1140.61,NA,2.07
O02959,2023-11-25,2023-12-29,C005,Inductor Z,3.0,9645,S001,Supplier A,APAC,0.7,92.1,False,APAC,No,1315.57,NA,0.95
O02960,2023-03-22,2023-03-30,C002,Capacitor B,1.2,9455,S002,Supplier B,EMEA,0.3,95.4,False,Americas,No,779.21,NA,0.59
O02961,2023-02-28,2023-03-20,C002,Capacitor B,1.2,7946,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,624.87,Flood,0.7
O02962,2023-05-27,2023-06-21,C002,Capacitor B,1.2,6863,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,681.71,Typhoon,0.74
O02963,2024-03-15,2024-04-13,C002,Capacitor B,1.2,4104,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,213.21,NA,0.47
O02964,2023-08-10,2023-09-16,C005,Inductor Z,3.0,1150,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,392.9,Flood,2.11
O02965,2023-01-28,2023-03-05,C005,Inductor Z,3.0,5928,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,338.63,NA,1.37
O02966,2023-06-20,2023-07-07,C004,Semiconductor X,22.5,8763,S003,Supplier C,Americas,0.5,93.2,True,APAC,No,1119.07,Typhoon,1.18
O02967,2023-10-26,2023-11-10,C003,Resistor X,0.8,7822,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1453.0,Flood,0.71
O02968,2024-04-17,2024-05-15,C001,Semiconductor A,25.0,1226,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,539.42,NA,0.59
O02969,2023-04-07,2023-04-20,C003,Resistor X,0.8,6597,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,704.25,NA,1.14
O02970,2024-04-23,2024-05-15,C002,Capacitor B,1.2,887,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1350.52,NA,0.04
O02971,2024-02-29,2024-03-18,C002,Capacitor B,1.2,2323,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,243.53,NA,0.97
O02972,2023-08-23,2023-09-06,C003,Resistor X,0.8,6761,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,470.29,NA,0.32
O02973,2023-04-29,2023-05-25,C003,Resistor X,0.8,9593,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,740.39,Earthquake,1.99
O02974,2024-02-05,2024-02-27,C004,Semiconductor X,22.5,635,S003,Supplier C,Americas,0.5,93.2,True,EMEA,No,917.82,Earthquake,1.46
O02975,2023-10-19,2023-11-01,C002,Capacitor B,1.2,9644,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1447.04,NA,1.05
O02976,2023-11-28,2023-12-29,C001,Semiconductor A,25.0,7278,S001,Supplier A,APAC,0.7,92.1,True,EMEA,No,1356.05,NA,2.13
O02977,2023-04-07,2023-04-13,C003,Resistor X,0.8,5318,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,275.98,NA,0.58
O02978,2024-04-29,2024-05-05,C003,Resistor X,0.8,9260,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,992.35,NA,1.27
O02979,2023-06-23,2023-07-03,C004,Semiconductor X,22.5,5617,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,1148.78,NA,1.1
O02980,2023-03-10,2023-03-31,C002,Capacitor B,1.2,3930,S002,Supplier B,EMEA,0.3,95.4,False,APAC,No,212.12,NA,1.13
O02981,2023-07-25,2023-08-17,C003,Resistor X,0.8,3631,S002,Supplier B,EMEA,0.3,95.4,False,APAC,No,465.73,NA,1.64
O02982,2023-04-23,2023-05-09,C001,Semiconductor A,25.0,7775,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,773.27,Earthquake,1.87
O02983,2023-12-10,2024-01-17,C001,Semiconductor A,25.0,7575,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,674.76,NA,1.64
O02984,2023-03-14,2023-04-12,C004,Semiconductor X,22.5,5791,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,1176.17,NA,0.17
O02985,2023-03-30,2023-04-17,C001,Semiconductor A,25.0,3550,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,272.87,NA,1.02
O02986,2023-10-12,2023-11-15,C005,Inductor Z,3.0,8089,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,421.82,NA,1.44
O02987,2024-01-02,2024-02-01,C003,Resistor X,0.8,2181,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,902.24,Typhoon,1.05
O02988,2024-02-19,2024-03-23,C005,Inductor Z,3.0,368,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,318.13,Earthquake,0.93
O02989,2023-12-05,2024-01-04,C002,Capacitor B,1.2,953,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1345.4,NA,2.21
O02990,2024-04-14,2024-04-27,C004,Semiconductor X,22.5,9053,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,801.34,NA,1.76
O02991,2023-06-14,2023-06-27,C004,Semiconductor X,22.5,9942,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,1416.43,NA,1.3
O02992,2023-07-17,2023-08-07,C001,Semiconductor A,25.0,3825,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,897.87,Typhoon,1.54
O02993,2023-11-19,2023-11-28,C004,Semiconductor X,22.5,1150,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,433.84,NA,0.89
O02994,2024-02-15,2024-03-26,C001,Semiconductor A,25.0,5723,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,700.86,Flood,1.02
O02995,2024-04-13,2024-05-04,C003,Resistor X,0.8,2515,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1431.3,Typhoon,1.04
O02996,2023-08-20,2023-09-12,C002,Capacitor B,1.2,1350,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1232.76,NA,1.13
O02997,2023-02-14,2023-02-25,C001,Semiconductor A,25.0,7602,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1455.81,NA,0.88
O02998,2023-12-19,2024-01-10,C003,Resistor X,0.8,919,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1070.49,NA,1.17
O02999,2024-03-17,2024-04-22,C001,Semiconductor A,25.0,690,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,1237.32,NA,1.42
O03000,2023-06-30,2023-07-08,C002,Capacitor B,1.2,4225,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1102.78,NA,0.05
O03001,2024-01-12,2024-02-10,C003,Resistor X,0.8,1771,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,424.46,NA,0.57
O03002,2024-01-19,2024-02-01,C004,Semiconductor X,22.5,9235,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,790.72,NA,0.79
O03003,2024-03-14,2024-03-28,C003,Resistor X,0.8,1951,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,688.38,Typhoon,1.94
O03004,2023-12-17,2024-01-16,C003,Resistor X,0.8,6366,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1305.0,NA,1.28
O03005,2023-12-21,2024-01-17,C001,Semiconductor A,25.0,3415,S001,Supplier A,APAC,0.7,92.1,True,EMEA,No,1469.01,NA,0.83
O03006,2024-03-25,2024-03-30,C004,Semiconductor X,22.5,8596,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,848.82,Flood,1.24
O03007,2023-01-07,2023-01-20,C003,Resistor X,0.8,2823,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,213.42,NA,0.23
O03008,2024-01-28,2024-02-18,C004,Semiconductor X,22.5,1269,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,995.7,NA,1.54
O03009,2023-09-12,2023-09-25,C004,Semiconductor X,22.5,3076,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,716.44,Earthquake,0.76
O03010,2023-03-23,2023-04-16,C002,Capacitor B,1.2,6884,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,503.12,NA,0.95
O03011,2023-08-31,2023-09-15,C004,Semiconductor X,22.5,2721,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,1385.66,Flood,1.66
O03012,2023-08-03,2023-08-15,C001,Semiconductor A,25.0,5822,S001,Supplier A,APAC,0.7,92.1,True,Americas,No,905.56,NA,0.86
O03013,2023-01-15,2023-02-09,C002,Capacitor B,1.2,2683,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,396.18,NA,0.3
O03014,2023-06-15,2023-07-24,C001,Semiconductor A,25.0,6825,S001,Supplier A,APAC,0.7,92.1,True,Americas,No,483.88,NA,1.21
O03015,2023-06-11,2023-07-10,C003,Resistor X,0.8,9628,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,722.89,Typhoon,1.52
O03016,2023-12-09,2024-01-06,C004,Semiconductor X,22.5,6794,S003,Supplier C,Americas,0.5,93.2,True,Americas,No,424.07,Flood,0.24
O03017,2023-12-07,2024-01-05,C003,Resistor X,0.8,800,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,No,760.9,NA,0.42
O03018,2023-11-16,2023-12-07,C003,Resistor X,0.8,9131,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,641.54,NA,0.77
O03019,2023-04-25,2023-05-25,C001,Semiconductor A,25.0,762,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,256.69,Flood,1.78
O03020,2023-12-27,2024-01-06,C002,Capacitor B,1.2,1471,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,429.81,NA,1.6
O03021,2024-02-05,2024-02-12,C002,Capacitor B,1.2,4950,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,864.77,NA,0.77
O03022,2023-10-03,2023-10-12,C003,Resistor X,0.8,9003,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,No,742.3,Typhoon,0.79
O03023,2024-04-02,2024-04-07,C003,Resistor X,0.8,9649,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,342.66,NA,1.58
O03024,2023-10-03,2023-10-14,C005,Inductor Z,3.0,5106,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,1175.1,Earthquake,0.57
O03025,2024-02-11,2024-03-04,C001,Semiconductor A,25.0,8332,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,1390.24,Typhoon,1.31
O03026,2023-09-03,2023-09-20,C005,Inductor Z,3.0,8632,S001,Supplier A,APAC,0.7,92.1,False,EMEA,No,625.48,Earthquake,1.6
O03027,2023-05-25,2023-06-11,C004,Semiconductor X,22.5,2045,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,974.53,Earthquake,1.22
O03028,2023-06-01,2023-06-27,C002,Capacitor B,1.2,2408,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1129.32,Typhoon,0.75
O03029,2023-02-08,2023-02-19,C002,Capacitor B,1.2,5107,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1097.23,NA,1.02
O03030,2023-11-10,2023-11-23,C002,Capacitor B,1.2,1947,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,565.83,Typhoon,0.24
O03031,2024-01-31,2024-03-08,C005,Inductor Z,3.0,1933,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,317.06,Flood,1.17
O03032,2024-02-27,2024-03-27,C002,Capacitor B,1.2,9833,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1469.79,NA,1.23
O03033,2023-02-19,2023-03-21,C005,Inductor Z,3.0,3363,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,344.16,Flood,1.01
O03034,2023-04-23,2023-05-31,C001,Semiconductor A,25.0,6814,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,227.22,Earthquake,1.53
O03035,2023-12-28,2024-01-02,C002,Capacitor B,1.2,5798,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1417.12,Earthquake,1.22
O03036,2023-06-22,2023-07-08,C005,Inductor Z,3.0,3189,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1334.86,NA,1.33
O03037,2023-06-17,2023-07-22,C001,Semiconductor A,25.0,4102,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,1352.18,NA,1.59
O03038,2024-04-23,2024-05-14,C001,Semiconductor A,25.0,2751,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1402.38,Flood,1.02
O03039,2024-01-28,2024-02-26,C005,Inductor Z,3.0,7490,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,717.54,Earthquake,1.4
O03040,2024-02-26,2024-03-16,C002,Capacitor B,1.2,4098,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1315.13,NA,1.31
O03041,2024-03-27,2024-04-17,C002,Capacitor B,1.2,6413,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1075.13,NA,1.08
O03042,2023-07-28,2023-08-25,C004,Semiconductor X,22.5,5608,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,1025.5,Earthquake,0.71
O03043,2023-04-01,2023-04-18,C004,Semiconductor X,22.5,4160,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,764.27,NA,1.11
O03044,2024-05-13,2024-05-25,C001,Semiconductor A,25.0,8387,S001,Supplier A,APAC,0.7,92.1,True,APAC,Yes,1228.43,NA,1.86
O03045,2023-03-20,2023-04-02,C005,Inductor Z,3.0,8424,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1150.42,NA,0.48
O03046,2023-08-25,2023-09-22,C002,Capacitor B,1.2,1137,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,886.86,NA,1.58
O03047,2023-07-27,2023-09-05,C001,Semiconductor A,25.0,8177,S001,Supplier A,APAC,0.7,92.1,True,APAC,No,701.34,Earthquake,1.33
O03048,2024-01-22,2024-02-16,C004,Semiconductor X,22.5,9635,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,417.16,Earthquake,1.21
O03049,2023-02-21,2023-03-30,C005,Inductor Z,3.0,4464,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,521.57,NA,2.1
O03050,2023-08-28,2023-09-21,C002,Capacitor B,1.2,6813,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,351.81,Flood,0.31
O03051,2023-06-30,2023-07-28,C001,Semiconductor A,25.0,8836,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,1036.23,Flood,1.15
O03052,2023-06-29,2023-07-25,C003,Resistor X,0.8,372,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1487.88,Earthquake,0.86
O03053,2023-07-12,2023-07-28,C004,Semiconductor X,22.5,6641,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,894.03,NA,0.61
O03054,2023-10-22,2023-10-30,C003,Resistor X,0.8,7443,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,465.38,Flood,1.87
O03055,2023-10-17,2023-11-24,C005,Inductor Z,3.0,5726,S001,Supplier A,APAC,0.7,92.1,False,EMEA,No,624.0,Flood,1.07
O03056,2023-11-18,2023-12-13,C004,Semiconductor X,22.5,7380,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,1159.63,NA,0.72
O03057,2023-01-12,2023-02-05,C005,Inductor Z,3.0,7885,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,385.54,Flood,1.6
O03058,2023-10-30,2023-11-13,C004,Semiconductor X,22.5,7274,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,946.32,Typhoon,0.4
O03059,2023-10-15,2023-10-25,C001,Semiconductor A,25.0,9853,S001,Supplier A,APAC,0.7,92.1,True,Americas,Yes,794.47,Earthquake,1.3
O03060,2023-05-11,2023-06-02,C004,Semiconductor X,22.5,9454,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,569.49,NA,1.16
O03061,2023-04-10,2023-05-15,C005,Inductor Z,3.0,8358,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,1301.07,NA,1.33
O03062,2023-05-05,2023-05-19,C004,Semiconductor X,22.5,8603,S003,Supplier C,Americas,0.5,93.2,True,APAC,No,1426.84,NA,0.95
O03063,2024-01-11,2024-02-03,C004,Semiconductor X,22.5,8836,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,338.86,Typhoon,0.74
O03064,2023-10-01,2023-10-11,C005,Inductor Z,3.0,5277,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,212.84,Flood,0.74
O03065,2024-02-17,2024-03-10,C005,Inductor Z,3.0,5452,S001,Supplier A,APAC,0.7,92.1,False,APAC,No,1454.31,NA,1.66
O03066,2023-07-24,2023-08-02,C002,Capacitor B,1.2,740,S002,Supplier B,EMEA,0.3,95.4,False,Americas,No,715.72,NA,1.88
O03067,2024-04-06,2024-04-17,C005,Inductor Z,3.0,9018,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,432.88,Flood,1.51
O03068,2023-09-24,2023-10-02,C003,Resistor X,0.8,108,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,923.17,Flood,1.11
O03069,2023-04-08,2023-05-15,C005,Inductor Z,3.0,774,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,628.84,NA,1.85
O03070,2023-10-10,2023-10-27,C005,Inductor Z,3.0,7861,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,540.48,Earthquake,0.87
O03071,2023-06-27,2023-07-20,C005,Inductor Z,3.0,3975,S001,Supplier A,APAC,0.7,92.1,False,EMEA,No,218.94,Typhoon,2.35
O03072,2023-01-25,2023-02-04,C001,Semiconductor A,25.0,5751,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,1136.27,Earthquake,1.6
O03073,2023-10-31,2023-12-08,C001,Semiconductor A,25.0,9872,S001,Supplier A,APAC,0.7,92.1,True,APAC,No,662.66,NA,2.32
O03074,2023-07-18,2023-08-01,C003,Resistor X,0.8,4377,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,1197.43,NA,0.63
O03075,2023-12-07,2024-01-13,C005,Inductor Z,3.0,4920,S001,Supplier A,APAC,0.7,92.1,False,APAC,No,761.59,Flood,2.41
O03076,2024-01-25,2024-02-19,C005,Inductor Z,3.0,419,S001,Supplier A,APAC,0.7,92.1,False,EMEA,No,1049.72,Flood,1.89
O03077,2023-08-01,2023-08-26,C002,Capacitor B,1.2,611,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,No,346.9,NA,1.28
O03078,2024-03-30,2024-04-26,C003,Resistor X,0.8,3883,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,552.8,NA,1.12
O03079,2023-03-09,2023-04-02,C003,Resistor X,0.8,808,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,711.41,NA,0.88
O03080,2024-05-03,2024-05-21,C003,Resistor X,0.8,6667,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1264.05,NA,1.6
O03081,2024-04-26,2024-05-02,C003,Resistor X,0.8,2165,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,351.88,NA,1.07
O03082,2023-08-12,2023-09-18,C005,Inductor Z,3.0,5267,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,1412.17,NA,0.52
O03083,2023-03-05,2023-03-29,C002,Capacitor B,1.2,3965,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,480.09,Earthquake,0.44
O03084,2023-08-14,2023-09-13,C003,Resistor X,0.8,8274,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,599.49,Typhoon,0.91
O03085,2023-05-28,2023-06-28,C005,Inductor Z,3.0,6200,S001,Supplier A,APAC,0.7,92.1,False,EMEA,Yes,976.47,Flood,1.65
O03086,2023-03-29,2023-04-06,C003,Resistor X,0.8,3897,S002,Supplier B,EMEA,0.3,95.4,False,APAC,No,894.69,NA,0.97
O03087,2024-03-01,2024-03-08,C004,Semiconductor X,22.5,4809,S003,Supplier C,Americas,0.5,93.2,True,APAC,No,632.92,NA,1.61
O03088,2023-03-27,2023-04-28,C001,Semiconductor A,25.0,9863,S001,Supplier A,APAC,0.7,92.1,True,APAC,No,273.26,Earthquake,0.52
O03089,2023-03-07,2023-04-02,C004,Semiconductor X,22.5,1597,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,1409.67,NA,1.07
O03090,2023-05-02,2023-05-31,C004,Semiconductor X,22.5,7690,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,843.05,Typhoon,0.09
O03091,2023-11-25,2023-12-22,C005,Inductor Z,3.0,5777,S001,Supplier A,APAC,0.7,92.1,False,Americas,Yes,922.39,Earthquake,1.88
O03092,2023-10-11,2023-10-26,C003,Resistor X,0.8,9675,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1069.17,NA,0.95
O03093,2023-03-13,2023-04-09,C003,Resistor X,0.8,1761,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,No,727.9,Flood,1.21
O03094,2023-07-08,2023-08-01,C004,Semiconductor X,22.5,1190,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,271.16,NA,0.57
O03095,2023-07-05,2023-07-24,C001,Semiconductor A,25.0,4332,S001,Supplier A,APAC,0.7,92.1,True,EMEA,Yes,782.71,NA,2.14
O03096,2023-04-28,2023-05-27,C004,Semiconductor X,22.5,3619,S003,Supplier C,Americas,0.5,93.2,True,EMEA,Yes,663.61,NA,1.52
O03097,2024-03-23,2024-04-13,C004,Semiconductor X,22.5,4946,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,345.78,Typhoon,1.29
O03098,2023-10-25,2023-11-08,C003,Resistor X,0.8,9456,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,797.3,NA,0.94
O03099,2023-04-15,2023-04-26,C005,Inductor Z,3.0,8100,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,863.71,NA,1.79
O03100,2023-03-05,2023-03-26,C002,Capacitor B,1.2,1462,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,1336.0,NA,0.65
O03101,2023-05-03,2023-05-28,C002,Capacitor B,1.2,9944,S002,Supplier B,EMEA,0.3,95.4,False,APAC,Yes,1474.52,Typhoon,1.43
O03102,2023-08-31,2023-09-26,C005,Inductor Z,3.0,2968,S001,Supplier A,APAC,0.7,92.1,False,APAC,Yes,1255.71,Flood,2.32
O03103,2024-02-11,2024-02-21,C003,Resistor X,0.8,7885,S002,Supplier B,EMEA,0.3,95.4,False,Americas,Yes,455.19,NA,1.54
O03104,2023-04-05,2023-04-20,C004,Semiconductor X,22.5,5235,S003,Supplier C,Americas,0.5,93.2,True,Americas,Yes,436.0,Typhoon,0.64
O03105,2023-07-29,2023-08-13,C003,Resistor X,0.8,3584,S002,Supplier B,EMEA,0.3,95.4,False,APAC,No,1404.56,Earthquake,1.18
O03106,2024-02-20,2024-03-21,C004,Semiconductor X,22.5,919,S003,Supplier C,Americas,0.5,93.2,True,APAC,Yes,331.99,Flood,0.35
O03107,2023-08-06,2023-09-01,C003,Resistor X,0.8,4892,S002,Supplier B,EMEA,0.3,95.4,False,EMEA,Yes,562.98,Typhoon,1.29
